vehicleTypeMatch,priceWithinBudget,priceToBudgetRatio,durationInDays,popularityScore,userTypeAffinityScore,isGoodMatch
0,0,2.19,12,2,3,0
1,1,0.71,13,3,3,1
1,1,0.77,3,2,0,1
0,1,0.8,9,4,1,1
0,0,1.53,14,3,1,0
1,1,0.56,7,1,2,1
1,0,1.14,7,2,1,0
0,1,0.97,7,5,1,0
0,1,0.6,2,3,1,0
1,0,1.17,11,3,1,1
1,0,2.49,4,0,0,0
0,1,0.68,10,0,1,0
0,0,1.14,8,4,0,0
0,1,0.83,12,7,3,0
1,0,1.62,2,4,1,0
0,0,1.95,13,5,2,0
0,1,0.64,4,3,2,0
1,1,0.38,10,3,4,1
0,1,0.36,8,5,3,1
1,0,1.53,12,4,2,0
0,1,0.52,3,5,1,0
0,0,2.41,12,2,2,0
0,1,0.85,6,5,4,0
1,1,0.76,12,6,1,1
1,1,0.66,2,3,1,1
1,1,0.42,8,2,1,1
0,1,0.98,8,3,4,0
1,1,0.56,12,4,2,1
0,1,0.37,13,3,2,1
0,1,0.65,1,9,0,1
1,0,1.87,3,4,3,1
0,0,1.18,14,4,1,0
0,1,0.31,2,4,3,0
0,0,1.54,7,3,2,0
0,0,1.74,7,2,0,0
0,0,2.38,4,2,1,0
1,1,0.89,12,3,0,1
1,0,1.03,12,2,0,0
1,0,1.66,8,8,3,1
1,0,2.23,3,4,1,0
0,1,0.87,14,4,5,0
0,1,0.85,9,6,0,0
0,1,0.92,5,8,1,0
1,1,0.69,14,6,2,1
0,1,0.98,13,3,0,0
1,0,2.5,14,5,0,0
1,0,1.97,2,0,2,0
1,0,2.04,9,1,3,0
1,0,1.74,1,5,4,0
0,1,0.57,11,4,1,1
1,1,0.73,8,9,1,1
1,1,0.34,6,3,2,1
0,1,0.65,12,3,0,1
1,1,0.91,1,5,1,1
1,0,1.11,14,3,4,0
1,0,2.03,4,3,2,0
1,1,0.96,3,1,3,1
1,1,0.6,7,3,1,1
0,0,1.54,7,7,3,0
0,1,0.61,6,1,1,0
1,1,0.66,14,5,1,1
1,1,0.74,10,4,1,1
0,1,0.86,14,4,1,0
0,0,1.62,10,3,2,0
1,0,2.38,12,2,0,0
1,1,0.67,8,4,2,1
1,0,2.07,7,3,0,1
0,1,0.76,4,5,2,1
0,1,0.8,7,6,0,0
0,0,2.08,1,3,2,0
1,1,0.34,3,3,1,1
0,1,0.42,2,5,2,1
1,0,1.68,7,1,3,0
0,1,0.5,9,1,0,0
1,1,0.77,5,5,1,1
1,1,0.31,9,2,1,1
1,0,2.41,12,1,2,0
0,1,0.49,13,6,0,1
0,1,0.52,8,3,6,1
0,0,1.09,1,5,1,0
1,0,2.08,14,3,0,0
1,1,0.92,11,4,4,1
1,0,1.76,2,6,7,1
1,1,0.61,6,3,2,1
1,1,0.89,5,3,1,1
0,1,0.73,11,5,4,1
1,0,2.04,7,7,2,1
1,1,0.59,9,5,4,1
0,1,0.79,14,1,0,0
1,1,0.98,4,2,1,1
0,1,0.93,8,4,1,0
0,1,0.54,4,1,0,1
1,1,1.0,3,3,2,1
0,1,0.3,12,3,3,1
1,1,0.32,2,5,4,1
0,1,0.88,8,10,2,1
0,1,0.44,11,5,4,1
0,0,1.62,8,2,3,0
0,0,1.26,11,4,0,0
1,1,0.6,12,4,1,1
0,1,0.81,3,4,1,1
1,1,0.74,1,3,1,1
1,1,0.47,13,5,3,1
1,0,1.76,6,2,1,0
1,1,0.95,5,2,1,1
1,0,2.03,8,2,0,0
0,1,0.53,6,4,0,0
0,1,0.99,4,7,1,1
0,1,0.8,10,2,0,1
1,1,0.34,10,8,2,1
0,1,0.32,12,2,1,1
1,1,0.42,12,8,2,1
1,0,1.01,11,6,1,0
0,0,2.3,2,8,0,0
1,1,0.66,8,5,2,1
0,1,0.37,5,4,2,1
0,1,0.94,12,4,0,0
1,1,0.54,8,5,1,1
1,0,1.98,5,5,5,0
1,1,0.96,6,5,2,1
1,1,0.3,13,4,2,1
0,0,1.65,10,4,1,0
1,0,1.15,14,4,0,0
1,1,0.94,5,3,0,1
1,0,1.03,11,3,3,0
0,0,2.35,3,3,2,0
1,0,1.8,10,5,1,0
0,1,0.57,8,1,2,0
0,1,0.96,3,3,1,0
1,1,0.79,4,6,1,1
0,1,0.91,6,4,3,0
1,0,1.59,2,6,0,0
1,1,0.33,14,4,3,1
0,0,1.59,7,3,2,0
1,0,1.31,5,3,2,0
1,1,0.96,12,2,0,1
1,1,0.56,10,4,2,1
1,1,0.31,13,2,1,1
1,1,0.78,5,2,2,1
1,1,0.99,5,3,1,1
1,0,2.03,13,3,1,0
0,0,1.21,13,5,1,0
1,0,1.22,2,2,1,1
0,0,2.14,11,7,2,0
1,1,0.75,13,6,1,1
1,0,1.57,12,7,0,0
0,0,1.13,10,2,1,0
1,1,0.97,9,3,3,1
1,1,0.75,3,4,4,1
0,0,1.02,12,3,1,0
1,0,1.35,7,6,2,1
1,1,0.59,5,5,0,1
0,1,0.98,10,2,1,0
1,1,0.71,10,8,1,1
0,1,0.91,5,3,3,1
1,1,0.97,4,4,2,1
1,1,0.77,10,2,1,1
1,1,0.68,6,4,2,1
1,1,0.3,7,4,0,1
1,0,1.31,7,6,3,0
1,1,0.44,11,3,3,1
0,1,0.43,12,4,3,1
1,0,1.01,8,4,0,0
0,1,0.51,5,6,1,1
1,0,1.84,7,7,2,0
0,1,0.59,12,2,1,1
0,1,0.37,14,4,1,1
0,1,0.33,4,5,4,1
1,1,0.77,9,3,2,1
0,0,2.06,5,0,1,0
1,1,0.61,3,5,0,1
0,1,0.74,5,5,0,0
0,1,0.88,9,4,0,0
1,1,0.6,13,2,1,1
1,1,0.75,13,5,0,1
0,1,0.97,11,7,1,1
1,0,1.77,8,6,1,0
1,1,0.6,1,3,3,1
1,1,0.75,5,2,0,1
0,1,0.42,6,5,2,1
0,0,1.62,13,6,1,0
1,0,1.62,10,1,1,0
0,1,0.66,13,2,2,0
1,1,0.95,11,2,2,1
1,1,0.59,2,5,1,1
1,1,1.0,14,2,2,1
1,1,0.71,6,3,1,1
1,1,0.33,14,7,1,1
0,0,2.49,9,1,3,0
1,1,0.49,14,4,0,1
1,0,1.11,4,4,2,0
1,1,0.87,3,4,3,1
1,1,0.49,9,3,2,1
1,1,0.86,2,4,1,1
1,1,0.5,12,1,0,1
1,1,0.44,9,3,1,1
1,1,0.98,11,4,0,1
1,0,1.08,10,6,3,0
1,1,0.72,11,3,0,1
0,0,1.11,11,1,2,0
0,1,0.69,2,2,0,0
0,0,1.62,14,2,1,0
0,0,1.19,13,2,2,0
0,1,0.58,11,1,2,0
0,1,0.9,14,6,2,0
0,1,0.43,10,5,3,1
0,0,1.71,3,4,2,0
1,1,0.97,13,4,1,1
1,0,1.97,7,5,4,1
0,1,0.87,2,3,1,0
1,1,0.76,1,2,4,1
0,1,0.89,9,5,0,0
1,1,0.96,6,2,3,1
1,0,1.76,9,5,0,0
0,1,0.42,12,5,0,1
1,1,0.64,3,6,1,1
1,1,0.79,3,3,1,1
1,1,0.46,10,3,1,1
1,0,1.96,12,1,0,0
1,1,0.54,3,4,1,1
0,1,0.98,2,1,0,0
1,0,2.19,13,3,0,0
0,0,2.13,11,4,3,0
1,0,1.06,6,2,0,0
1,1,0.55,3,3,1,1
1,1,0.42,5,4,1,1
1,0,1.34,13,5,2,0
0,1,0.93,11,7,2,0
0,1,1.0,5,11,2,1
0,1,0.41,10,8,2,1
0,0,1.92,3,6,1,0
1,0,1.17,3,4,3,0
0,1,0.62,1,7,0,1
0,0,2.39,6,3,1,0
1,0,1.25,3,2,1,0
1,1,0.44,1,4,0,1
1,1,0.84,13,4,0,1
1,0,1.69,14,6,2,0
0,0,1.44,14,6,0,0
0,0,1.54,13,6,1,0
1,0,1.05,10,2,0,0
1,1,0.98,9,4,2,1
0,1,0.42,11,6,0,1
1,1,0.46,1,2,0,1
0,1,0.67,5,3,1,1
0,1,0.36,5,2,0,1
1,0,1.58,2,1,3,0
1,1,0.71,14,1,3,1
1,1,0.67,14,3,0,1
0,1,0.53,13,3,1,1
1,0,1.28,1,9,0,1
0,1,0.97,6,3,0,0
0,1,0.44,7,8,2,0
1,1,0.76,11,6,1,1
1,0,1.06,11,3,1,0
1,1,0.35,9,5,2,1
1,1,0.69,8,5,0,1
1,1,0.37,10,2,3,1
1,1,0.32,3,5,2,1
0,0,2.39,9,3,2,0
1,0,1.67,1,5,2,1
0,0,2.48,13,5,2,0
0,1,0.44,6,3,2,1
1,0,1.37,13,4,1,0
1,1,0.43,14,5,2,1
0,1,0.73,10,4,2,0
0,0,1.94,2,7,3,0
1,1,0.76,10,7,2,1
0,1,1.0,9,2,1,1
1,1,0.96,9,2,0,1
1,1,0.3,8,4,0,1
1,1,0.92,13,3,1,1
1,0,2.33,11,3,1,0
1,1,0.97,7,10,3,1
0,0,2.08,14,4,2,0
1,1,0.57,6,7,0,1
1,0,1.84,2,1,2,0
0,1,0.38,14,4,2,0
1,1,0.81,4,3,0,1
1,1,0.96,10,2,4,1
1,0,2.34,7,4,1,0
1,1,0.8,14,7,2,1
1,1,0.83,13,2,2,1
1,1,0.48,6,3,1,1
1,0,2.08,9,3,1,0
1,1,0.3,13,2,0,1
1,1,0.55,13,5,2,1
1,0,2.44,5,2,4,0
1,1,0.34,12,6,4,1
0,1,0.43,12,6,0,1
1,1,0.39,6,2,1,1
1,0,1.2,10,2,1,0
0,1,0.4,6,0,5,1
1,1,0.68,14,5,0,1
0,1,0.72,8,4,2,1
0,1,0.68,8,4,3,0
1,1,0.37,6,8,2,1
0,1,0.52,8,4,1,1
1,0,2.18,7,1,3,0
1,1,0.58,1,1,0,1
1,1,0.43,5,2,4,1
0,0,1.11,11,4,1,0
0,0,2.19,10,1,1,0
1,1,0.67,10,4,4,1
1,1,0.6,13,4,0,1
1,1,0.57,10,3,1,1
0,1,0.89,5,4,0,0
1,0,1.28,10,6,4,0
1,1,0.81,14,2,1,1
1,1,0.83,9,5,3,1
0,1,0.59,7,10,1,1
1,0,2.08,7,4,1,0
1,1,0.63,10,2,1,1
1,0,2.25,2,6,2,0
0,1,0.33,8,3,3,1
1,1,0.38,3,4,0,1
1,1,0.43,9,2,0,1
0,0,2.38,6,4,1,0
1,1,0.89,9,5,0,1
1,1,0.46,9,2,2,1
0,1,0.95,7,6,2,1
0,1,0.97,10,5,1,0
1,1,0.97,12,6,3,1
0,1,0.89,8,1,3,0
1,1,0.55,2,6,2,1
0,1,0.35,5,2,1,1
1,0,1.41,3,4,1,0
0,1,0.69,1,2,2,0
1,1,0.89,13,4,0,1
1,0,1.27,6,2,1,0
1,1,0.66,13,8,3,1
1,1,0.54,12,2,3,1
0,1,0.43,9,2,2,1
1,1,0.3,2,1,3,1
0,0,1.51,9,4,0,0
0,1,0.69,8,2,1,1
0,0,1.07,11,3,1,0
1,1,0.65,9,2,1,1
1,0,2.15,5,4,1,0
1,0,2.43,13,4,1,1
1,1,0.89,2,2,2,1
0,1,0.4,10,8,2,1
1,1,0.9,10,9,4,1
1,1,0.77,6,1,2,1
1,0,2.12,7,2,3,0
0,0,1.97,3,3,4,0
1,1,0.95,14,3,1,1
1,0,1.77,6,7,3,0
0,1,0.62,6,3,3,1
0,1,0.52,8,2,0,0
1,1,0.77,1,2,1,1
1,1,0.89,4,5,1,1
0,1,0.55,1,3,2,1
1,1,0.6,8,4,2,1
0,0,2.49,2,5,3,0
1,0,2.13,8,4,0,0
1,0,2.44,3,6,2,0
1,1,0.61,8,1,3,1
1,1,0.46,6,4,1,1
0,1,0.59,1,5,2,1
0,0,1.75,7,4,1,0
1,1,0.38,13,4,0,1
1,1,0.49,7,7,3,1
1,0,1.55,6,6,0,0
0,1,0.6,1,3,1,0
0,0,1.5,5,3,0,0
0,1,0.32,1,5,2,0
1,0,2.09,1,5,3,0
0,1,0.95,6,6,2,0
1,1,0.47,8,3,4,1
1,1,0.79,1,0,3,1
1,1,0.98,2,5,3,1
0,1,0.97,5,4,2,0
1,1,0.46,8,2,2,1
1,1,0.37,11,4,3,1
1,0,1.81,4,5,4,0
1,1,0.79,14,8,2,1
1,0,2.49,5,1,0,0
1,0,2.49,10,5,1,0
0,1,0.54,5,4,2,0
0,1,0.42,3,10,3,1
1,0,2.43,6,4,1,0
1,1,0.64,5,5,1,1
1,1,0.81,2,5,1,1
1,1,0.61,14,3,1,1
0,0,1.49,10,6,1,0
0,1,0.51,14,6,0,1
1,0,1.23,4,4,2,0
1,1,0.49,11,3,1,1
0,0,2.29,4,6,2,0
1,0,1.07,7,4,1,0
0,1,0.33,7,0,3,1
1,1,0.43,9,8,1,1
0,0,1.61,10,6,1,0
1,0,2.5,12,2,2,0
0,1,0.77,2,3,2,0
1,0,1.23,6,4,5,0
0,1,0.71,2,5,2,0
0,0,2.32,9,3,2,0
0,0,1.06,2,3,2,0
1,1,0.82,6,4,1,1
1,1,0.97,8,5,1,1
0,1,0.9,6,2,1,0
1,0,1.75,12,1,2,0
1,1,0.53,3,7,1,1
1,1,0.42,5,5,2,1
0,0,1.36,4,3,0,0
1,1,0.8,1,3,1,1
0,1,0.52,5,2,3,1
0,0,2.38,10,2,1,0
1,0,1.84,12,1,1,0
0,1,0.59,5,1,2,1
1,1,0.9,7,6,3,1
1,1,0.84,12,3,0,1
1,0,2.45,7,8,2,0
1,0,1.9,2,5,4,0
0,1,0.46,14,1,2,1
0,0,2.07,4,5,0,0
1,1,0.97,1,7,1,1
0,1,0.92,13,4,5,0
0,0,1.36,5,3,2,0
0,1,0.5,5,1,3,0
0,1,0.46,4,8,2,1
0,1,0.67,10,8,1,1
0,0,2.49,12,3,2,0
1,0,2.21,12,3,1,0
1,1,0.3,7,3,1,1
1,0,2.43,6,4,2,0
0,1,0.45,13,3,1,1
0,0,1.75,10,3,0,0
0,1,0.81,3,3,1,0
1,1,0.54,2,2,1,1
1,1,0.36,4,4,4,1
0,0,2.15,9,3,2,0
1,1,0.45,10,3,2,1
0,0,2.5,5,2,2,0
1,1,0.88,1,2,0,1
1,0,2.11,11,0,2,0
1,1,0.74,3,2,0,1
1,1,0.68,9,4,2,1
1,0,1.25,7,3,0,0
0,1,0.95,3,1,1,0
1,0,1.9,1,2,1,0
0,1,0.51,4,1,1,0
1,1,0.62,9,4,1,1
1,0,1.34,12,6,1,0
1,1,0.75,7,4,0,1
1,0,1.58,5,3,1,0
1,1,0.37,13,0,1,1
1,0,1.02,11,3,1,0
1,1,0.64,14,4,5,1
0,1,0.92,6,5,4,1
0,1,0.7,1,4,1,0
0,0,1.72,7,1,0,0
0,1,0.54,12,4,2,1
1,1,0.7,5,9,1,1
0,1,0.61,7,3,2,1
1,0,1.34,5,2,3,0
0,0,2.42,5,5,1,0
0,0,1.03,3,9,2,0
1,1,0.51,5,4,0,1
1,0,1.12,8,3,1,0
1,1,0.97,14,3,2,1
1,0,1.14,8,4,1,1
1,1,0.52,2,3,1,1
0,1,0.66,11,3,2,0
1,1,0.9,1,4,0,1
1,1,0.59,2,5,1,1
1,0,2.46,11,4,0,0
0,0,1.77,7,5,0,0
1,0,1.96,3,3,1,0
0,1,0.57,8,6,0,1
0,1,0.55,4,3,0,0
0,1,0.88,10,3,1,0
1,1,0.33,10,3,1,1
1,1,0.52,8,4,2,1
1,1,0.78,14,3,4,1
1,1,0.7,2,4,2,1
1,0,1.98,13,6,2,1
0,1,0.68,14,5,2,0
0,1,0.44,5,7,0,1
1,1,0.6,6,2,3,1
0,1,0.65,1,4,4,0
1,0,1.06,14,2,1,0
1,0,1.15,1,3,1,0
1,1,0.91,14,4,1,1
1,1,0.75,9,2,2,1
1,0,2.23,5,4,4,0
1,1,0.81,14,5,3,1
1,1,0.32,4,1,1,1
1,1,1.0,14,8,2,1
0,0,1.49,1,1,0,0
1,1,0.51,3,1,4,1
1,1,0.48,13,4,1,1
0,1,0.57,4,2,1,0
1,1,0.55,11,8,0,1
1,1,0.56,11,3,0,1
1,1,0.52,5,2,0,1
0,1,0.73,14,5,3,1
1,1,0.41,10,3,1,1
1,1,0.89,12,5,1,1
0,0,2.16,14,4,1,0
0,1,0.63,5,3,1,0
1,1,0.9,10,5,1,1
0,1,0.47,8,4,1,1
1,0,1.5,13,0,0,0
1,1,0.73,13,3,2,1
0,0,2.06,3,5,1,0
1,0,1.81,7,3,2,0
1,1,0.93,14,1,0,1
1,1,0.98,13,4,0,1
0,1,0.74,6,7,4,1
1,0,2.1,10,3,1,0
0,1,0.36,11,4,1,1
0,0,1.03,10,2,2,0
1,1,0.81,10,3,1,1
0,1,0.6,11,4,2,0
1,1,0.61,6,5,1,1
0,0,2.33,10,3,3,0
1,0,1.67,9,6,5,0
0,1,0.43,14,1,4,1
1,0,1.63,7,4,0,0
1,1,0.42,13,1,4,1
0,1,0.34,11,0,1,1
0,0,2.18,7,4,0,0
0,1,0.46,11,8,1,1
1,1,0.92,14,6,1,1
0,0,2.49,1,2,1,0
1,0,1.9,1,4,1,0
1,0,2.18,9,4,0,0
0,1,0.64,9,10,0,1
1,1,0.33,12,6,2,1
1,0,1.56,11,1,2,0
0,0,2.09,10,4,0,0
0,1,0.76,3,4,2,0
0,1,0.56,11,2,1,0
1,1,0.63,11,3,4,1
1,1,0.49,8,2,1,1
1,0,1.41,9,3,1,0
1,1,0.75,1,5,4,1
1,1,0.92,12,7,2,1
1,0,1.77,14,3,1,0
1,1,0.89,3,4,3,1
0,1,0.39,13,1,5,1
0,1,0.45,6,10,4,1
0,0,1.77,4,2,3,0
0,1,0.4,8,3,1,1
1,1,0.94,9,2,0,1
1,1,0.62,7,4,0,1
0,0,1.43,11,2,2,0
0,0,2.36,1,5,2,0
1,0,1.29,14,5,1,1
1,1,0.83,2,9,3,1
0,0,2.39,1,6,2,0
1,1,0.45,9,1,0,1
0,1,0.89,4,6,3,0
0,1,0.78,10,3,5,1
1,1,0.91,14,2,0,1
1,1,0.86,8,4,0,1
0,0,1.02,5,4,0,0
1,0,1.67,5,1,2,0
1,1,0.48,5,4,1,1
1,1,0.53,11,3,1,1
1,0,2.41,5,5,4,0
1,1,0.95,3,8,1,1
1,0,1.5,6,4,0,0
1,0,1.67,14,7,1,0
0,0,1.69,1,6,0,0
0,1,0.97,8,6,1,0
0,0,1.67,13,3,0,0
1,0,1.05,4,6,2,0
0,0,2.07,6,6,1,0
1,0,2.33,2,1,1,0
1,1,0.56,2,6,2,1
0,0,1.88,8,4,1,0
1,0,1.25,14,6,1,1
1,1,0.83,1,3,1,1
1,0,1.36,8,7,1,0
0,1,0.92,10,2,2,0
1,1,0.57,10,9,1,1
1,0,1.79,1,8,4,0
1,1,0.88,9,2,2,1
1,0,1.41,1,8,0,0
1,1,0.85,4,3,2,1
1,1,0.72,9,4,3,1
1,0,1.67,1,4,2,0
1,1,0.42,9,3,4,1
0,1,0.59,14,6,8,1
1,1,0.88,8,3,1,1
1,1,0.31,5,3,3,1
1,1,0.38,6,5,2,1
0,0,1.38,5,4,1,0
1,0,1.15,4,4,2,0
0,1,0.98,12,4,2,0
1,1,0.43,10,3,0,1
0,1,0.55,14,4,2,1
1,1,0.83,13,6,2,1
1,1,0.76,12,3,1,1
0,1,0.71,4,1,1,0
1,1,0.67,14,2,2,1
1,1,0.89,10,5,2,1
1,1,0.46,8,2,0,1
1,0,1.61,8,4,2,0
1,1,0.41,9,3,1,1
1,0,2.46,3,2,4,0
1,1,0.48,10,1,0,1
1,1,0.53,8,2,3,1
0,1,0.63,3,5,2,0
1,1,0.32,2,7,2,1
1,1,0.36,2,2,2,1
1,0,1.08,9,9,1,0
1,1,0.6,4,4,1,1
1,1,0.91,5,5,5,1
1,0,1.52,2,2,1,0
0,0,1.19,9,2,1,0
1,1,0.73,7,5,0,1
0,1,0.37,3,4,3,1
0,1,0.85,6,4,2,0
0,1,0.99,7,4,2,0
0,1,0.67,14,3,0,0
1,1,0.78,12,4,1,1
0,1,0.47,6,5,1,1
1,1,0.61,10,6,1,1
0,0,2.4,11,3,0,0
0,1,0.42,10,8,1,1
0,0,2.22,6,4,0,0
0,1,0.61,13,4,4,1
1,1,0.8,8,3,2,1
1,0,1.37,14,2,1,0
1,0,2.34,8,1,1,0
1,1,0.37,5,7,1,1
0,0,1.63,14,3,3,0
1,1,0.8,4,4,1,1
1,1,0.46,11,5,1,1
1,1,0.76,5,2,0,1
0,0,1.95,9,5,1,0
0,0,1.58,12,4,2,0
0,1,0.38,10,5,2,1
0,1,0.95,6,6,1,0
1,1,0.69,3,4,1,1
1,0,2.34,3,5,2,0
1,1,0.53,14,7,0,1
1,1,0.71,1,1,0,1
1,1,0.65,5,3,2,1
1,1,0.96,6,7,1,1
1,0,2.5,8,5,2,0
0,0,1.89,11,2,0,0
0,1,0.33,9,4,2,0
0,1,0.68,7,4,2,0
1,0,2.27,1,5,3,0
1,0,1.02,7,4,0,1
0,1,0.48,10,5,1,1
1,0,2.0,9,2,4,0
0,1,0.59,4,7,0,0
1,1,0.47,11,1,2,1
0,1,0.39,12,4,0,1
0,1,0.9,7,4,2,0
1,1,0.69,9,1,1,1
0,1,0.9,1,3,1,0
0,1,0.88,12,3,3,0
0,1,0.5,10,3,0,1
1,1,0.68,9,3,0,1
1,0,1.83,4,5,0,0
0,0,2.19,12,3,1,0
1,0,1.33,8,3,1,0
1,0,1.52,3,3,1,1
0,1,0.51,2,7,0,1
1,1,0.62,13,3,2,1
0,1,0.48,12,5,3,1
0,1,0.56,8,1,0,0
1,1,0.86,8,2,1,1
0,1,0.88,3,2,0,0
1,1,0.51,13,5,3,1
1,0,2.39,8,6,1,0
0,0,1.86,11,5,2,0
1,1,0.34,11,4,2,1
0,1,0.92,6,4,0,0
1,0,2.5,10,3,0,0
1,0,1.3,9,4,1,0
1,1,0.71,10,4,1,1
1,0,1.64,13,7,1,0
0,1,0.9,6,4,1,0
1,1,0.37,8,2,1,1
1,1,0.54,2,4,0,1
1,1,0.68,1,5,1,1
1,1,0.87,10,5,1,1
1,1,0.45,10,2,0,1
0,1,0.86,2,5,1,1
0,1,0.58,12,6,0,0
1,0,2.04,4,6,0,0
1,1,0.83,10,4,0,1
1,1,0.36,9,6,1,1
1,1,0.66,7,3,2,1
0,1,0.34,9,6,3,1
0,1,0.55,9,0,1,1
1,0,1.23,9,2,1,0
0,1,0.69,8,4,0,1
1,1,0.58,6,3,1,1
1,1,0.6,14,6,2,1
1,1,0.46,11,6,1,1
0,0,2.09,10,4,2,0
1,1,0.97,7,3,3,1
1,0,1.89,2,2,3,0
1,1,0.4,11,5,1,1
0,1,0.32,1,4,1,1
1,0,2.27,13,3,1,0
1,1,0.67,5,4,2,1
0,0,2.16,8,5,3,0
0,0,1.3,3,5,2,0
0,1,0.52,7,6,0,1
1,1,0.64,5,2,1,1
1,1,0.98,12,6,0,1
1,1,0.77,10,4,1,1
0,1,0.41,13,4,2,1
0,1,0.39,8,2,2,1
1,0,2.13,6,5,2,0
1,0,1.78,6,7,2,1
1,1,0.51,7,3,2,1
0,1,0.31,7,6,1,1
1,1,0.96,4,1,2,1
1,1,0.42,10,1,1,1
1,1,0.31,12,7,2,1
1,0,2.13,10,3,0,0
1,0,2.13,10,4,0,0
1,1,0.6,13,4,1,1
0,1,0.94,8,1,1,0
0,1,0.92,6,6,1,0
1,0,1.49,11,5,1,0
1,1,0.59,13,5,1,1
0,0,2.5,8,7,3,0
0,0,1.65,7,2,3,0
0,1,0.34,1,5,1,1
1,0,2.04,4,6,1,0
0,1,0.43,7,9,2,1
0,0,1.1,9,3,1,0
0,1,0.63,2,11,1,1
0,1,0.64,5,3,3,0
0,0,2.5,9,3,2,0
1,1,0.4,9,6,2,1
0,0,2.35,6,5,1,0
1,1,0.78,7,4,1,1
0,0,2.04,9,3,1,0
1,0,1.9,14,2,0,0
1,0,1.09,14,4,0,1
1,0,1.13,10,3,1,0
1,1,0.53,8,3,1,1
0,1,0.39,14,2,4,1
0,0,2.12,10,2,3,0
1,1,0.82,6,1,1,1
1,0,1.91,6,9,1,1
1,1,0.6,7,7,1,1
1,1,0.31,7,5,1,1
1,1,0.32,2,3,3,1
1,1,0.64,9,5,3,1
0,1,0.51,4,4,5,1
1,0,1.43,13,4,1,0
1,1,0.72,13,5,1,1
0,1,0.62,10,3,1,0
1,1,0.59,9,4,0,1
0,1,0.65,12,5,0,0
1,1,0.33,11,5,0,1
0,1,0.92,10,4,3,1
1,1,1.0,3,2,1,1
1,1,0.43,5,2,2,1
0,1,0.38,5,2,3,1
1,0,2.37,7,3,3,0
1,1,0.76,12,6,2,1
1,1,0.76,4,2,1,1
0,0,1.89,11,4,3,0
0,0,1.3,13,5,1,0
0,1,0.61,12,0,2,0
1,0,1.61,4,3,0,0
1,0,1.35,13,2,0,0
1,1,0.66,13,3,3,1
1,0,2.34,1,6,2,0
1,1,0.75,6,6,1,1
1,0,1.73,4,7,4,0
0,0,2.04,11,4,1,0
1,1,0.73,10,3,3,1
0,1,0.8,10,2,0,0
1,0,2.25,5,2,2,1
1,0,1.88,14,6,2,1
1,1,0.78,11,6,1,1
0,0,1.45,9,6,2,0
0,0,1.73,4,4,0,0
0,0,2.04,1,4,5,0
0,1,0.69,11,2,0,0
0,1,0.71,9,2,2,0
1,1,0.98,5,6,3,1
1,1,0.55,10,4,2,1
0,1,0.58,13,2,1,0
0,1,0.44,12,3,1,1
1,1,0.35,13,3,1,1
1,0,2.46,11,2,4,0
1,1,0.47,7,4,4,1
1,1,0.73,3,2,0,1
1,1,0.78,4,3,3,1
1,1,0.63,12,2,2,1
1,0,1.95,10,9,4,1
0,1,0.61,9,3,1,0
1,1,0.5,10,3,1,1
0,1,0.93,13,6,0,1
1,0,2.28,1,3,2,0
0,1,0.41,12,8,1,1
1,1,0.32,11,6,0,1
1,1,0.36,5,6,2,1
1,1,0.5,8,9,1,1
1,1,0.98,10,6,0,1
0,1,0.69,7,2,2,1
0,1,0.56,14,2,0,0
1,1,0.92,14,2,0,1
0,0,1.04,4,3,1,0
1,0,2.43,7,2,1,0
0,1,0.96,1,5,3,0
1,1,0.89,6,4,3,1
1,1,0.89,9,5,0,1
1,1,0.66,3,4,1,1
0,0,1.15,4,5,2,0
1,1,0.43,8,4,2,1
1,1,0.7,12,1,0,1
1,0,1.62,5,2,1,0
1,0,2.26,5,3,0,0
1,1,0.86,1,3,1,1
0,0,1.1,6,2,2,0
1,1,0.33,14,9,2,1
0,0,1.07,2,4,3,0
0,1,0.42,1,6,1,1
0,1,0.74,6,1,2,1
0,1,0.36,5,0,2,0
0,1,0.96,13,4,1,0
0,1,0.5,5,5,3,1
1,0,1.39,9,3,1,0
1,0,1.9,12,1,2,0
1,1,0.96,10,2,2,1
1,1,0.8,10,4,1,1
0,1,0.82,13,10,2,1
1,1,0.65,3,6,4,1
1,0,2.47,1,3,1,0
0,0,1.65,14,3,3,0
1,1,0.69,14,5,1,1
0,1,0.47,8,5,1,1
1,1,0.98,12,4,0,1
1,1,0.86,5,6,0,1
0,0,1.5,11,5,1,0
0,1,0.41,5,4,1,1
1,0,1.7,8,4,1,0
1,1,0.39,8,6,1,1
0,0,1.61,11,6,2,0
1,1,0.45,2,3,2,1
0,0,1.05,3,6,3,0
1,1,0.85,10,3,1,1
1,1,0.52,10,5,2,1
0,1,0.36,1,4,2,1
0,1,0.63,3,7,1,1
0,1,0.82,12,4,3,1
0,0,1.75,4,0,2,0
0,1,0.45,11,5,1,1
1,1,0.96,7,0,2,1
0,0,2.05,9,1,0,0
1,0,1.2,12,5,2,0
1,1,0.87,5,2,0,1
1,1,0.43,12,5,2,1
1,1,0.45,1,3,0,1
0,1,0.54,2,6,0,1
1,0,1.71,10,5,3,0
1,0,1.75,2,4,3,0
1,1,0.85,9,3,1,1
0,0,1.6,10,5,1,0
1,1,0.43,7,4,2,1
1,1,0.94,2,3,3,1
0,0,2.04,1,5,2,0
